"FinanceKey","DateKey","OrganizationKey","DepartmentGroupKey","ScenarioKey","AccountKey","Amount","Date"
"16847","20120330","6","1","1","96","11","3/30/2012 12:00:00 AM"
"16848","20120330","6","2","1","12","53087","3/30/2012 12:00:00 AM"
"16849","20120330","6","2","1","60","7761","3/30/2012 12:00:00 AM"
"16850","20120330","6","2","1","61","637","3/30/2012 12:00:00 AM"
"16851","20120330","6","2","1","62","797","3/30/2012 12:00:00 AM"
"16852","20120330","6","2","1","65","104","3/30/2012 12:00:00 AM"
"16853","20120330","6","2","1","66","94","3/30/2012 12:00:00 AM"
"16854","20120330","6","2","1","67","47","3/30/2012 12:00:00 AM"
"16855","20120330","6","2","1","68","35","3/30/2012 12:00:00 AM"
"16856","20120330","6","2","1","69","10","3/30/2012 12:00:00 AM"
"16857","20120330","6","2","1","71","16","3/30/2012 12:00:00 AM"
"16858","20120330","6","2","1","73","62","3/30/2012 12:00:00 AM"
"16859","20120330","6","2","1","74","172","3/30/2012 12:00:00 AM"
"16860","20120330","6","2","1","76","67","3/30/2012 12:00:00 AM"
"16861","20120330","6","2","1","77","121","3/30/2012 12:00:00 AM"
"16862","20120330","6","2","1","78","36","3/30/2012 12:00:00 AM"
"16863","20120330","6","2","1","80","128","3/30/2012 12:00:00 AM"
"16864","20120330","6","2","1","81","79","3/30/2012 12:00:00 AM"
"16865","20120330","6","2","1","82","8","3/30/2012 12:00:00 AM"
"16866","20120330","6","2","1","83","28","3/30/2012 12:00:00 AM"
"16867","20120330","6","2","1","84","24","3/30/2012 12:00:00 AM"
"16868","20120330","6","2","1","85","22","3/30/2012 12:00:00 AM"
"16869","20120330","6","2","1","87","113","3/30/2012 12:00:00 AM"
"16870","20120330","6","2","1","89","55","3/30/2012 12:00:00 AM"
"16871","20120330","6","2","1","90","84","3/30/2012 12:00:00 AM"
"16872","20120330","6","2","1","91","-67","3/30/2012 12:00:00 AM"
"16873","20120330","6","2","1","92","112","3/30/2012 12:00:00 AM"
"16874","20120330","6","2","1","96","3","3/30/2012 12:00:00 AM"
"16875","20120330","6","3","1","10","1086060","3/30/2012 12:00:00 AM"
"16876","20120330","6","3","1","11","781963","3/30/2012 12:00:00 AM"
"16877","20120330","6","3","1","60","32249","3/30/2012 12:00:00 AM"
"16878","20120330","6","3","1","61","3309","3/30/2012 12:00:00 AM"
"16879","20120330","6","3","1","62","3309","3/30/2012 12:00:00 AM"
"16880","20120330","6","3","1","65","449","3/30/2012 12:00:00 AM"
"16881","20120330","6","3","1","66","408","3/30/2012 12:00:00 AM"
"16882","20120330","6","3","1","67","202","3/30/2012 12:00:00 AM"
"16883","20120330","6","3","1","68","151","3/30/2012 12:00:00 AM"
"16884","20120330","6","3","1","69","45","3/30/2012 12:00:00 AM"
"16885","20120330","6","3","1","71","66","3/30/2012 12:00:00 AM"
"16886","20120330","6","3","1","73","262","3/30/2012 12:00:00 AM"
"16887","20120330","6","3","1","74","208","3/30/2012 12:00:00 AM"
"16888","20120330","6","3","1","76","277","3/30/2012 12:00:00 AM"
"16889","20120330","6","3","1","77","499","3/30/2012 12:00:00 AM"
"16890","20120330","6","3","1","78","129","3/30/2012 12:00:00 AM"
"16891","20120330","6","3","1","80","497","3/30/2012 12:00:00 AM"
"16892","20120330","6","3","1","81","308","3/30/2012 12:00:00 AM"
"16893","20120330","6","3","1","82","30","3/30/2012 12:00:00 AM"
"16894","20120330","6","3","1","83","106","3/30/2012 12:00:00 AM"
"16895","20120330","6","3","1","84","90","3/30/2012 12:00:00 AM"
"16896","20120330","6","3","1","85","84","3/30/2012 12:00:00 AM"
"16897","20120330","6","3","1","87","454","3/30/2012 12:00:00 AM"
"16898","20120330","6","3","1","89","208","3/30/2012 12:00:00 AM"
"16899","20120330","6","3","1","90","320","3/30/2012 12:00:00 AM"
"16900","20120330","6","3","1","91","-256","3/30/2012 12:00:00 AM"
"16901","20120330","6","3","1","92","427","3/30/2012 12:00:00 AM"
"16902","20120330","6","3","1","96","12","3/30/2012 12:00:00 AM"
"16903","20120330","6","4","1","60","16175","3/30/2012 12:00:00 AM"
"16904","20120330","6","4","1","61","1992","3/30/2012 12:00:00 AM"
"16905","20120330","6","4","1","62","1328","3/30/2012 12:00:00 AM"
"16906","20120330","6","4","1","65","197","3/30/2012 12:00:00 AM"
"16907","20120330","6","4","1","66","179","3/30/2012 12:00:00 AM"
"16908","20120330","6","4","1","67","91","3/30/2012 12:00:00 AM"
"16909","20120330","6","4","1","68","68","3/30/2012 12:00:00 AM"
"16910","20120330","6","4","1","69","20","3/30/2012 12:00:00 AM"
"16911","20120330","6","4","1","71","30","3/30/2012 12:00:00 AM"
"16912","20120330","6","4","1","73","126","3/30/2012 12:00:00 AM"
"16913","20120330","6","4","1","74","157","3/30/2012 12:00:00 AM"
"16914","20120330","6","4","1","76","148","3/30/2012 12:00:00 AM"
"16915","20120330","6","4","1","77","267","3/30/2012 12:00:00 AM"
"16916","20120330","6","4","1","78","83","3/30/2012 12:00:00 AM"
"16917","20120330","6","4","1","80","324","3/30/2012 12:00:00 AM"
"16918","20120330","6","4","1","81","200","3/30/2012 12:00:00 AM"
"16919","20120330","6","4","1","82","20","3/30/2012 12:00:00 AM"
"16920","20120330","6","4","1","83","72","3/30/2012 12:00:00 AM"
"16921","20120330","6","4","1","84","64","3/30/2012 12:00:00 AM"
"16922","20120330","6","4","1","85","57","3/30/2012 12:00:00 AM"
"16923","20120330","6","4","1","87","265","3/30/2012 12:00:00 AM"
"16924","20120330","6","4","1","89","149","3/30/2012 12:00:00 AM"
"16925","20120330","6","4","1","90","228","3/30/2012 12:00:00 AM"
"16926","20120330","6","4","1","91","-182","3/30/2012 12:00:00 AM"
"16927","20120330","6","4","1","92","305","3/30/2012 12:00:00 AM"
"16928","20120330","6","4","1","96","7","3/30/2012 12:00:00 AM"
"16929","20120330","6","5","1","60","11930","3/30/2012 12:00:00 AM"
"16930","20120330","6","5","1","61","1224","3/30/2012 12:00:00 AM"
"16931","20120330","6","5","1","62","979","3/30/2012 12:00:00 AM"
"16932","20120330","6","5","1","65","145","3/30/2012 12:00:00 AM"
"16933","20120330","6","5","1","66","132","3/30/2012 12:00:00 AM"
"16934","20120330","6","5","1","67","67","3/30/2012 12:00:00 AM"
"16935","20120330","6","5","1","68","50","3/30/2012 12:00:00 AM"
"16936","20120330","6","5","1","69","15","3/30/2012 12:00:00 AM"
"16937","20120330","6","5","1","71","22","3/30/2012 12:00:00 AM"
"16938","20120330","6","5","1","73","93","3/30/2012 12:00:00 AM"
"16939","20120330","6","5","1","74","153","3/30/2012 12:00:00 AM"
"16940","20120330","6","5","1","76","107","3/30/2012 12:00:00 AM"
"16941","20120330","6","5","1","77","193","3/30/2012 12:00:00 AM"
"16942","20120330","6","5","1","78","57","3/30/2012 12:00:00 AM"
"16943","20120330","6","5","1","80","211","3/30/2012 12:00:00 AM"
"16944","20120330","6","5","1","81","131","3/30/2012 12:00:00 AM"
"16945","20120330","6","5","1","82","13","3/30/2012 12:00:00 AM"
"16946","20120330","6","5","1","83","46","3/30/2012 12:00:00 AM"
"16947","20120330","6","5","1","84","39","3/30/2012 12:00:00 AM"
"16948","20120330","6","5","1","85","36","3/30/2012 12:00:00 AM"
"16949","20120330","6","5","1","87","189","3/30/2012 12:00:00 AM"
"16950","20120330","6","5","1","89","90","3/30/2012 12:00:00 AM"
"16951","20120330","6","5","1","90","138","3/30/2012 12:00:00 AM"
"16952","20120330","6","5","1","91","-110","3/30/2012 12:00:00 AM"
"16953","20120330","6","5","1","92","184","3/30/2012 12:00:00 AM"
"16954","20120330","6","5","1","96","5","3/30/2012 12:00:00 AM"
"16955","20120330","6","6","1","52","1731","3/30/2012 12:00:00 AM"
"16956","20120330","6","6","1","53","10386","3/30/2012 12:00:00 AM"
"16957","20120330","6","6","1","54","258","3/30/2012 12:00:00 AM"
"16958","20120330","6","6","1","56","54557","3/30/2012 12:00:00 AM"
"16959","20120330","6","6","1","57","8655","3/30/2012 12:00:00 AM"
"16960","20120330","6","6","1","60","24413","3/30/2012 12:00:00 AM"
"16961","20120330","6","6","1","61","2004","3/30/2012 12:00:00 AM"
"16962","20120330","6","6","1","62","1503","3/30/2012 12:00:00 AM"
"16963","20120330","6","6","1","63","2181","3/30/2012 12:00:00 AM"
"16964","20120330","6","6","1","65","189","3/30/2012 12:00:00 AM"
"16965","20120330","6","6","1","66","172","3/30/2012 12:00:00 AM"
"16966","20120330","6","6","1","67","91","3/30/2012 12:00:00 AM"
"16967","20120330","6","6","1","68","68","3/30/2012 12:00:00 AM"
"16968","20120330","6","6","1","69","19","3/30/2012 12:00:00 AM"
"16969","20120330","6","6","1","71","29","3/30/2012 12:00:00 AM"
"16970","20120330","6","6","1","72","73","3/30/2012 12:00:00 AM"
"16971","20120330","6","6","1","73","137","3/30/2012 12:00:00 AM"
"16972","20120330","6","6","1","74","131","3/30/2012 12:00:00 AM"
"16973","20120330","6","6","1","76","724","3/30/2012 12:00:00 AM"
"16974","20120330","6","6","1","77","320","3/30/2012 12:00:00 AM"
"16975","20120330","6","6","1","78","106","3/30/2012 12:00:00 AM"
"16976","20120330","6","6","1","80","433","3/30/2012 12:00:00 AM"
"16977","20120330","6","6","1","81","267","3/30/2012 12:00:00 AM"
"16978","20120330","6","6","1","82","28","3/30/2012 12:00:00 AM"
"16979","20120330","6","6","1","83","98","3/30/2012 12:00:00 AM"
"16980","20120330","6","6","1","84","88","3/30/2012 12:00:00 AM"
"16981","20120330","6","6","1","85","78","3/30/2012 12:00:00 AM"
"16982","20120330","6","6","1","87","340","3/30/2012 12:00:00 AM"
"16983","20120330","6","6","1","89","205","3/30/2012 12:00:00 AM"
"16984","20120330","6","6","1","90","315","3/30/2012 12:00:00 AM"
"16985","20120330","6","6","1","91","-252","3/30/2012 12:00:00 AM"
"16986","20120330","6","6","1","92","421","3/30/2012 12:00:00 AM"
"16987","20120330","6","6","1","96","9","3/30/2012 12:00:00 AM"
"16988","20120330","6","6","1","97","550","3/30/2012 12:00:00 AM"
"16989","20120330","6","6","1","99","47500","3/30/2012 12:00:00 AM"
"16990","20120330","6","6","1","101","173111","3/30/2012 12:00:00 AM"
"16991","20120330","6","7","1","4","218595","3/30/2012 12:00:00 AM"
"16992","20120330","6","7","1","6","393489","3/30/2012 12:00:00 AM"
"16993","20120330","6","7","1","7","12322","3/30/2012 12:00:00 AM"
"16994","20120330","6","7","1","8","7869","3/30/2012 12:00:00 AM"
"16995","20120330","6","7","1","13","57252","3/30/2012 12:00:00 AM"
"16996","20120330","6","7","1","14","36988","3/30/2012 12:00:00 AM"
"16997","20120330","6","7","1","15","75549","3/30/2012 12:00:00 AM"
"16998","20120330","6","7","1","18","12485","3/30/2012 12:00:00 AM"
"16999","20120330","6","7","1","19","39785","3/30/2012 12:00:00 AM"
"17000","20120330","6","7","1","20","12235","3/30/2012 12:00:00 AM"
"17001","20120330","6","7","1","21","120836","3/30/2012 12:00:00 AM"
"17002","20120330","6","7","1","22","10710","3/30/2012 12:00:00 AM"
"17003","20120330","6","7","1","23","4422","3/30/2012 12:00:00 AM"
"17004","20120330","6","7","1","24","22423","3/30/2012 12:00:00 AM"
"17005","20120330","6","7","1","28","19216","3/30/2012 12:00:00 AM"
"17006","20120330","6","7","1","29","173460","3/30/2012 12:00:00 AM"
"17007","20120330","6","7","1","31","116185","3/30/2012 12:00:00 AM"
"17008","20120330","6","7","1","32","31512","3/30/2012 12:00:00 AM"
"17009","20120330","6","7","1","33","24969","3/30/2012 12:00:00 AM"
"17010","20120330","6","7","1","34","28370","3/30/2012 12:00:00 AM"
"17011","20120330","6","7","1","35","96297","3/30/2012 12:00:00 AM"
"17012","20120330","6","7","1","37","87580","3/30/2012 12:00:00 AM"
"17013","20120330","6","7","1","38","33753","3/30/2012 12:00:00 AM"
"17014","20120330","6","7","1","39","124400","3/30/2012 12:00:00 AM"
"17015","20120330","6","7","1","40","28043","3/30/2012 12:00:00 AM"
"17016","20120330","6","7","1","43","2152505","3/30/2012 12:00:00 AM"
"17017","20120330","6","7","1","46","9970","3/30/2012 12:00:00 AM"
"17018","20120330","6","7","1","100","19810","3/30/2012 12:00:00 AM"
"17019","20120330","7","1","1","60","70324","3/30/2012 12:00:00 AM"
"17020","20120330","7","1","1","61","7215","3/30/2012 12:00:00 AM"
"17021","20120330","7","1","1","62","4329","3/30/2012 12:00:00 AM"
"17022","20120330","7","1","1","65","576","3/30/2012 12:00:00 AM"
"17023","20120330","7","1","1","66","524","3/30/2012 12:00:00 AM"
"17024","20120330","7","1","1","67","276","3/30/2012 12:00:00 AM"
"17025","20120330","7","1","1","68","204","3/30/2012 12:00:00 AM"
"17026","20120330","7","1","1","69","58","3/30/2012 12:00:00 AM"
"17027","20120330","7","1","1","71","93","3/30/2012 12:00:00 AM"
"17028","20120330","7","1","1","73","421","3/30/2012 12:00:00 AM"
"17029","20120330","7","1","1","74","325","3/30/2012 12:00:00 AM"
"17030","20120330","7","1","1","76","558","3/30/2012 12:00:00 AM"
"17031","20120330","7","1","1","77","1004","3/30/2012 12:00:00 AM"
"17032","20120330","7","1","1","78","302","3/30/2012 12:00:00 AM"
"17033","20120330","7","1","1","80","1146","3/30/2012 12:00:00 AM"
"17034","20120330","7","1","1","81","709","3/30/2012 12:00:00 AM"
"17035","20120330","7","1","1","82","68","3/30/2012 12:00:00 AM"
"17036","20120330","7","1","1","83","237","3/30/2012 12:00:00 AM"
"17037","20120330","7","1","1","84","196","3/30/2012 12:00:00 AM"
"17038","20120330","7","1","1","85","189","3/30/2012 12:00:00 AM"
"17039","20120330","7","1","1","87","1080","3/30/2012 12:00:00 AM"
"17040","20120330","7","1","1","89","192","3/30/2012 12:00:00 AM"
"17041","20120330","7","1","1","90","295","3/30/2012 12:00:00 AM"
"17042","20120330","7","1","1","91","-236","3/30/2012 12:00:00 AM"
"17043","20120330","7","1","1","92","393","3/30/2012 12:00:00 AM"
"17044","20120330","7","1","1","94","364","3/30/2012 12:00:00 AM"
"17045","20120330","7","1","1","96","12","3/30/2012 12:00:00 AM"
"17046","20120330","7","2","1","12","93066","3/30/2012 12:00:00 AM"
"17047","20120330","7","6","1","52","16107","3/30/2012 12:00:00 AM"
"17048","20120330","7","6","1","53","12080","3/30/2012 12:00:00 AM"
"17049","20120330","7","6","1","54","883","3/30/2012 12:00:00 AM"
"17050","20120330","7","6","1","56","77845","3/30/2012 12:00:00 AM"
"17051","20120330","7","6","1","57","20134","3/30/2012 12:00:00 AM"
"17052","20120330","7","6","1","60","43534","3/30/2012 12:00:00 AM"
"17053","20120330","7","6","1","61","5360","3/30/2012 12:00:00 AM"
"17054","20120330","7","6","1","62","3573","3/30/2012 12:00:00 AM"
"17055","20120330","7","6","1","63","13423","3/30/2012 12:00:00 AM"
"17056","20120330","7","6","1","65","544","3/30/2012 12:00:00 AM"
"17057","20120330","7","6","1","66","495","3/30/2012 12:00:00 AM"
"17058","20120330","7","6","1","67","248","3/30/2012 12:00:00 AM"
"17059","20120330","7","6","1","68","192","3/30/2012 12:00:00 AM"
"17060","20120330","7","6","1","69","54","3/30/2012 12:00:00 AM"
"17061","20120330","7","6","1","71","83","3/30/2012 12:00:00 AM"
"17062","20120330","7","6","1","72","536","3/30/2012 12:00:00 AM"
"17063","20120330","7","6","1","73","353","3/30/2012 12:00:00 AM"
"17064","20120330","7","6","1","74","382","3/30/2012 12:00:00 AM"
"17065","20120330","7","6","1","76","2573","3/30/2012 12:00:00 AM"
"17066","20120330","7","6","1","77","727","3/30/2012 12:00:00 AM"
"17067","20120330","7","6","1","78","208","3/30/2012 12:00:00 AM"
"17068","20120330","7","6","1","80","789","3/30/2012 12:00:00 AM"
"17069","20120330","7","6","1","81","488","3/30/2012 12:00:00 AM"
"17070","20120330","7","6","1","82","48","3/30/2012 12:00:00 AM"
"17071","20120330","7","6","1","83","169","3/30/2012 12:00:00 AM"
"17072","20120330","7","6","1","84","142","3/30/2012 12:00:00 AM"
"17073","20120330","7","6","1","85","135","3/30/2012 12:00:00 AM"
"17074","20120330","7","6","1","87","720","3/30/2012 12:00:00 AM"
"17075","20120330","7","6","1","89","138","3/30/2012 12:00:00 AM"
"17076","20120330","7","6","1","90","213","3/30/2012 12:00:00 AM"
"17077","20120330","7","6","1","91","-170","3/30/2012 12:00:00 AM"
"17078","20120330","7","6","1","92","284","3/30/2012 12:00:00 AM"
"17079","20120330","7","6","1","94","26061","3/30/2012 12:00:00 AM"
"17080","20120330","7","6","1","96","8","3/30/2012 12:00:00 AM"
"17081","20120330","7","6","1","97","803","3/30/2012 12:00:00 AM"
"17082","20120330","7","6","1","99","64000","3/30/2012 12:00:00 AM"
"17083","20120330","7","6","1","101","268462","3/30/2012 12:00:00 AM"
"17084","20120330","7","7","1","4","404780","3/30/2012 12:00:00 AM"
"17085","20120330","7","7","1","6","1267852","3/30/2012 12:00:00 AM"
"17086","20120330","7","7","1","7","42893","3/30/2012 12:00:00 AM"
"17087","20120330","7","7","1","8","25357","3/30/2012 12:00:00 AM"
"17088","20120330","7","7","1","13","195883","3/30/2012 12:00:00 AM"
"17089","20120330","7","7","1","14","128053","3/30/2012 12:00:00 AM"
"17090","20120330","7","7","1","15","276391","3/30/2012 12:00:00 AM"
"17091","20120330","7","7","1","18","12485","3/30/2012 12:00:00 AM"
"17092","20120330","7","7","1","19","39785","3/30/2012 12:00:00 AM"
"17093","20120330","7","7","1","20","12859","3/30/2012 12:00:00 AM"
"17094","20120330","7","7","1","21","52502","3/30/2012 12:00:00 AM"
"17095","20120330","7","7","1","22","10603","3/30/2012 12:00:00 AM"
"17096","20120330","7","7","1","23","4378","3/30/2012 12:00:00 AM"
"17097","20120330","7","7","1","24","20611","3/30/2012 12:00:00 AM"
"17098","20120330","7","7","1","28","20405","3/30/2012 12:00:00 AM"
"17099","20120330","7","7","1","29","161316","3/30/2012 12:00:00 AM"
"17100","20120330","7","7","1","31","48941","3/30/2012 12:00:00 AM"
"17101","20120330","7","7","1","32","31512","3/30/2012 12:00:00 AM"
"17102","20120330","7","7","1","33","25696","3/30/2012 12:00:00 AM"
"17103","20120330","7","7","1","34","88749","3/30/2012 12:00:00 AM"
"17104","20120330","7","7","1","35","106434","3/30/2012 12:00:00 AM"
"17105","20120330","7","7","1","37","97615","3/30/2012 12:00:00 AM"
"17106","20120330","7","7","1","38","29457","3/30/2012 12:00:00 AM"
"17107","20120330","7","7","1","39","49940","3/30/2012 12:00:00 AM"
"17108","20120330","7","7","1","40","29778","3/30/2012 12:00:00 AM"
"17109","20120330","7","7","1","43","1195398","3/30/2012 12:00:00 AM"
"17110","20120330","7","7","1","46","681654","3/30/2012 12:00:00 AM"
"17111","20120330","7","7","1","100","20603","3/30/2012 12:00:00 AM"
"17112","20120330","8","1","1","60","82452.62","3/30/2012 12:00:00 AM"
"17113","20120330","8","1","1","61","6769.39","3/30/2012 12:00:00 AM"
"17114","20120330","8","1","1","62","4229.95","3/30/2012 12:00:00 AM"
"17115","20120330","8","1","1","65","682.91","3/30/2012 12:00:00 AM"
"17116","20120330","8","1","1","66","620.79","3/30/2012 12:00:00 AM"
"17117","20120330","8","1","1","67","334.42","3/30/2012 12:00:00 AM"
"17118","20120330","8","1","1","68","243.51","3/30/2012 12:00:00 AM"
"17119","20120330","8","1","1","69","69.26","3/30/2012 12:00:00 AM"
"17120","20120330","8","1","1","71","99.57","3/30/2012 12:00:00 AM"
"17121","20120330","8","1","1","73","513.21","3/30/2012 12:00:00 AM"
"17122","20120330","8","1","1","74","454.12","3/30/2012 12:00:00 AM"
"17123","20120330","8","1","1","76","698.06","3/30/2012 12:00:00 AM"
"17124","20120330","8","1","1","77","1255.65","3/30/2012 12:00:00 AM"
"17125","20120330","8","1","1","78","388.97","3/30/2012 12:00:00 AM"
"17126","20120330","8","1","1","80","1479.9","3/30/2012 12:00:00 AM"
"17127","20120330","8","1","1","81","916.25","3/30/2012 12:00:00 AM"
"17128","20120330","8","1","1","82","90.48","3/30/2012 12:00:00 AM"
"17129","20120330","8","1","1","83","314.72","3/30/2012 12:00:00 AM"
"17130","20120330","8","1","1","84","264.72","3/30/2012 12:00:00 AM"
"17131","20120330","8","1","1","85","251.09","3/30/2012 12:00:00 AM"
"17132","20120330","8","1","1","87","1364.74","3/30/2012 12:00:00 AM"
"17133","20120330","8","1","1","89","258.66","3/30/2012 12:00:00 AM"
"17134","20120330","8","1","1","90","396.54","3/30/2012 12:00:00 AM"
"17135","20120330","8","1","1","91","-315.58","3/30/2012 12:00:00 AM"
"17136","20120330","8","1","1","92","528.36","3/30/2012 12:00:00 AM"
"17137","20120330","8","1","1","94","473.82","3/30/2012 12:00:00 AM"
"17138","20120330","8","1","1","96","10","3/30/2012 12:00:00 AM"
"17139","20120330","8","2","1","12","246417.79","3/30/2012 12:00:00 AM"
"17140","20120330","8","2","1","60","32980.48","3/30/2012 12:00:00 AM"
"17141","20120330","8","2","1","61","3046.59","3/30/2012 12:00:00 AM"
"17142","20120330","8","2","1","62","2369.31","3/30/2012 12:00:00 AM"
"17143","20120330","8","2","1","65","364.72","3/30/2012 12:00:00 AM"
"17144","20120330","8","2","1","66","331.39","3/30/2012 12:00:00 AM"
"17145","20120330","8","2","1","67","170.78","3/30/2012 12:00:00 AM"
"17146","20120330","8","2","1","68","128.36","3/30/2012 12:00:00 AM"
"17147","20120330","8","2","1","69","37.45","3/30/2012 12:00:00 AM"
"17148","20120330","8","2","1","71","55.63","3/30/2012 12:00:00 AM"
"17149","20120330","8","2","1","73","245.03","3/30/2012 12:00:00 AM"
"17150","20120330","8","2","1","74","493.51","3/30/2012 12:00:00 AM"
"17151","20120330","8","2","1","76","298.06","3/30/2012 12:00:00 AM"
"17152","20120330","8","2","1","77","534.42","3/30/2012 12:00:00 AM"
"17153","20120330","8","2","1","78","163.21","3/30/2012 12:00:00 AM"
"17154","20120330","8","2","1","80","598.06","3/30/2012 12:00:00 AM"
"17155","20120330","8","2","1","81","370.79","3/30/2012 12:00:00 AM"
"17156","20120330","8","2","1","82","37.45","3/30/2012 12:00:00 AM"
"17157","20120330","8","2","1","83","126.84","3/30/2012 12:00:00 AM"
"17158","20120330","8","2","1","84","107.14","3/30/2012 12:00:00 AM"
"17159","20120330","8","2","1","85","101.08","3/30/2012 12:00:00 AM"
"17160","20120330","8","2","1","87","546.55","3/30/2012 12:00:00 AM"
"17161","20120330","8","2","1","89","104.11","3/30/2012 12:00:00 AM"
"17162","20120330","8","2","1","90","160.18","3/30/2012 12:00:00 AM"
"17163","20120330","8","2","1","91","-126.19","3/30/2012 12:00:00 AM"
"17164","20120330","8","2","1","92","213.21","3/30/2012 12:00:00 AM"
"17165","20120330","8","2","1","94","191.99","3/30/2012 12:00:00 AM"
"17166","20120330","8","2","1","96","4","3/30/2012 12:00:00 AM"
"17167","20120330","8","6","1","52","28989.5","3/30/2012 12:00:00 AM"
"17168","20120330","8","6","1","53","32613.81","3/30/2012 12:00:00 AM"
"17169","20120330","8","6","1","54","3698.12","3/30/2012 12:00:00 AM"
"17170","20120330","8","6","1","56","161751.06","3/30/2012 12:00:00 AM"
"17171","20120330","8","6","1","57","72476.67","3/30/2012 12:00:00 AM"
"17172","20120330","8","6","1","60","48021.67","3/30/2012 12:00:00 AM"
"17173","20120330","8","6","1","61","4928.45","3/30/2012 12:00:00 AM"
"17174","20120330","8","6","1","62","3449.63","3/30/2012 12:00:00 AM"
"17175","20120330","8","6","1","63","36238.12","3/30/2012 12:00:00 AM"
"17176","20120330","8","6","1","65","432.91","3/30/2012 12:00:00 AM"
"17177","20120330","8","6","1","66","393.51","3/30/2012 12:00:00 AM"
"17178","20120330","8","6","1","67","205.63","3/30/2012 12:00:00 AM"
"17179","20120330","8","6","1","68","152.6","3/30/2012 12:00:00 AM"
"17180","20120330","8","6","1","69","45.02","3/30/2012 12:00:00 AM"
"17181","20120330","8","6","1","71","69.26","3/30/2012 12:00:00 AM"
"17182","20120330","8","6","1","72","1449.59","3/30/2012 12:00:00 AM"
"17183","20120330","8","6","1","73","296.54","3/30/2012 12:00:00 AM"
"17184","20120330","8","6","1","74","479.88","3/30/2012 12:00:00 AM"
"17185","20120330","8","6","1","76","5992.1","3/30/2012 12:00:00 AM"
"17186","20120330","8","6","1","77","661.7","3/30/2012 12:00:00 AM"
"17187","20120330","8","6","1","78","220.78","3/30/2012 12:00:00 AM"
"17188","20120330","8","6","1","80","819.28","3/30/2012 12:00:00 AM"
"17189","20120330","8","6","1","81","507.15","3/30/2012 12:00:00 AM"
"17190","20120330","8","6","1","82","52.6","3/30/2012 12:00:00 AM"
"17191","20120330","8","6","1","83","182.9","3/30/2012 12:00:00 AM"
"17192","20120330","8","6","1","84","163.21","3/30/2012 12:00:00 AM"
"17193","20120330","8","6","1","85","146.54","3/30/2012 12:00:00 AM"
"17194","20120330","8","6","1","87","682.91","3/30/2012 12:00:00 AM"
"17195","20120330","8","6","1","89","160.18","3/30/2012 12:00:00 AM"
"17196","20120330","8","6","1","90","243.51","3/30/2012 12:00:00 AM"
"17197","20120330","8","6","1","91","-192.85","3/30/2012 12:00:00 AM"
"17198","20120330","8","6","1","92","325.33","3/30/2012 12:00:00 AM"
"17199","20120330","8","6","1","94","80532.88","3/30/2012 12:00:00 AM"
"17200","20120330","8","6","1","96","5","3/30/2012 12:00:00 AM"
"17201","20120330","8","6","1","97","1268","3/30/2012 12:00:00 AM"
"17202","20120330","8","6","1","99","34500","3/30/2012 12:00:00 AM"
"17203","20120330","8","6","1","101","724758.52","3/30/2012 12:00:00 AM"
"17204","20120330","8","7","1","4","1032941.54","3/30/2012 12:00:00 AM"
"17205","20120330","8","7","1","6","1668906.42","3/30/2012 12:00:00 AM"
"17206","20120330","8","7","1","7","48412.59","3/30/2012 12:00:00 AM"
"17207","20120330","8","7","1","8","33377.46","3/30/2012 12:00:00 AM"
"17208","20120330","8","7","1","13","235316.07","3/30/2012 12:00:00 AM"
"17209","20120330","8","7","1","14","178574.11","3/30/2012 12:00:00 AM"
"17210","20120330","8","7","1","15","327105.66","3/30/2012 12:00:00 AM"
"17211","20120330","8","7","1","18","13513.45","3/30/2012 12:00:00 AM"
"17212","20120330","8","7","1","19","43057.94","3/30/2012 12:00:00 AM"
"17213","20120330","8","7","1","20","12296.76","3/30/2012 12:00:00 AM"
"17214","20120330","8","7","1","21","77129.79","3/30/2012 12:00:00 AM"
"17215","20120330","8","7","1","22","11477.05","3/30/2012 12:00:00 AM"
"17216","20120330","8","7","1","23","4739.05","3/30/2012 12:00:00 AM"
"17217","20120330","8","7","1","24","26718.25","3/30/2012 12:00:00 AM"
"17218","20120330","8","7","1","28","23583.34","3/30/2012 12:00:00 AM"
"17219","20120330","8","7","1","29","182092.35","3/30/2012 12:00:00 AM"
"17220","20120330","8","7","1","31","76916.15","3/30/2012 12:00:00 AM"
"17221","20120330","8","7","1","32","32539.57","3/30/2012 12:00:00 AM"
"17222","20120330","8","7","1","33","25448.53","3/30/2012 12:00:00 AM"
"17223","20120330","8","7","1","34","122663.97","3/30/2012 12:00:00 AM"
"17224","20120330","8","7","1","35","118479.05","3/30/2012 12:00:00 AM"
"17225","20120330","8","7","1","37","101695.4","3/30/2012 12:00:00 AM"
"17226","20120330","8","7","1","38","33541.1","3/30/2012 12:00:00 AM"
"17227","20120330","8","7","1","39","70446.33","3/30/2012 12:00:00 AM"
"17228","20120330","8","7","1","40","34416.87","3/30/2012 12:00:00 AM"
"17229","20120330","8","7","1","43","1882468.06","3/30/2012 12:00:00 AM"
"17230","20120330","8","7","1","46","1234465.98","3/30/2012 12:00:00 AM"
"17231","20120330","8","7","1","100","21227.23","3/30/2012 12:00:00 AM"
"17232","20120330","11","1","1","60","14314.86","3/30/2012 12:00:00 AM"
