"SurveyResponseKey","DateKey","CustomerKey","ProductCategoryKey","EnglishProductCategoryName","ProductSubcategoryKey","EnglishProductSubcategoryName","Date"
"1299","20120317","23979","4","Accessories","31","Helmets","3/17/2012 12:00:00 AM"
"1300","20120317","23979","4","Accessories","35","Panniers","3/17/2012 12:00:00 AM"
"1301","20120412","23994","3","Clothing","19","Caps","4/12/2012 12:00:00 AM"
"1302","20120412","23994","3","Clothing","23","Socks","4/12/2012 12:00:00 AM"
"1303","20120409","23995","3","Clothing","24","Tights","4/9/2012 12:00:00 AM"
"1304","20120327","24005","4","Accessories","26","Bike Racks","3/27/2012 12:00:00 AM"
"1305","20120330","24080","3","Clothing","23","Socks","3/30/2012 12:00:00 AM"
"1306","20120229","24161","3","Clothing","22","Shorts","2/29/2012 12:00:00 AM"
"1307","20120403","24167","3","Clothing","22","Shorts","4/3/2012 12:00:00 AM"
"1308","20120403","24167","3","Clothing","25","Vests","4/3/2012 12:00:00 AM"
"1309","20120403","24167","4","Accessories","35","Panniers","4/3/2012 12:00:00 AM"
"1310","20120405","24172","3","Clothing","20","Gloves","4/5/2012 12:00:00 AM"
"1311","20120405","24172","4","Accessories","26","Bike Racks","4/5/2012 12:00:00 AM"
"1312","20120405","24172","4","Accessories","30","Fenders","4/5/2012 12:00:00 AM"
"1313","20120425","24192","3","Clothing","23","Socks","4/25/2012 12:00:00 AM"
"1314","20120425","24192","4","Accessories","33","Lights","4/25/2012 12:00:00 AM"
"1315","20120406","24218","4","Accessories","28","Bottles and Cages","4/6/2012 12:00:00 AM"
"1316","20120427","24246","4","Accessories","30","Fenders","4/27/2012 12:00:00 AM"
"1317","20120427","24248","3","Clothing","22","Shorts","4/27/2012 12:00:00 AM"
"1318","20120427","24248","4","Accessories","27","Bike Stands","4/27/2012 12:00:00 AM"
"1319","20120408","24267","4","Accessories","28","Bottles and Cages","4/8/2012 12:00:00 AM"
"1320","20120426","24270","4","Accessories","37","Tires and Tubes","4/26/2012 12:00:00 AM"
"1321","20120301","24283","3","Clothing","23","Socks","3/1/2012 12:00:00 AM"
"1322","20120412","24300","3","Clothing","23","Socks","4/12/2012 12:00:00 AM"
"1323","20120412","24300","4","Accessories","27","Bike Stands","4/12/2012 12:00:00 AM"
"1324","20120412","24300","4","Accessories","37","Tires and Tubes","4/12/2012 12:00:00 AM"
"1325","20120401","24357","4","Accessories","27","Bike Stands","4/1/2012 12:00:00 AM"
"1326","20120420","24362","3","Clothing","20","Gloves","4/20/2012 12:00:00 AM"
"1327","20120420","24362","3","Clothing","21","Jerseys","4/20/2012 12:00:00 AM"
"1328","20120420","24362","4","Accessories","28","Bottles and Cages","4/20/2012 12:00:00 AM"
"1329","20120423","24369","4","Accessories","32","Hydration Packs","4/23/2012 12:00:00 AM"
"1330","20120323","24373","3","Clothing","19","Caps","3/23/2012 12:00:00 AM"
"1331","20120323","24373","4","Accessories","36","Pumps","3/23/2012 12:00:00 AM"
"1332","20120229","24384","4","Accessories","29","Cleaners","2/29/2012 12:00:00 AM"
"1333","20120423","24465","3","Clothing","20","Gloves","4/23/2012 12:00:00 AM"
"1334","20120412","24478","4","Accessories","29","Cleaners","4/12/2012 12:00:00 AM"
"1335","20120414","24480","4","Accessories","26","Bike Racks","4/14/2012 12:00:00 AM"
"1336","20120414","24480","4","Accessories","29","Cleaners","4/14/2012 12:00:00 AM"
"1337","20120305","24482","3","Clothing","23","Socks","3/5/2012 12:00:00 AM"
"1338","20120305","24482","4","Accessories","30","Fenders","3/5/2012 12:00:00 AM"
"1339","20120404","24483","3","Clothing","23","Socks","4/4/2012 12:00:00 AM"
"1340","20120409","24485","4","Accessories","31","Helmets","4/9/2012 12:00:00 AM"
"1341","20120409","24485","4","Accessories","37","Tires and Tubes","4/9/2012 12:00:00 AM"
"1342","20120403","24489","4","Accessories","35","Panniers","4/3/2012 12:00:00 AM"
"1343","20120313","24494","3","Clothing","22","Shorts","3/13/2012 12:00:00 AM"
"1344","20120313","24494","3","Clothing","23","Socks","3/13/2012 12:00:00 AM"
"1345","20120312","24501","3","Clothing","22","Shorts","3/12/2012 12:00:00 AM"
"1346","20120312","24501","3","Clothing","25","Vests","3/12/2012 12:00:00 AM"
"1347","20120324","24504","3","Clothing","22","Shorts","3/24/2012 12:00:00 AM"
"1348","20120301","24506","4","Accessories","33","Lights","3/1/2012 12:00:00 AM"
"1349","20120301","24506","4","Accessories","35","Panniers","3/1/2012 12:00:00 AM"
"1350","20120425","24533","3","Clothing","19","Caps","4/25/2012 12:00:00 AM"
"1351","20120304","24595","4","Accessories","37","Tires and Tubes","3/4/2012 12:00:00 AM"
"1352","20120401","24606","3","Clothing","19","Caps","4/1/2012 12:00:00 AM"
"1353","20120401","24606","4","Accessories","27","Bike Stands","4/1/2012 12:00:00 AM"
"1354","20120401","24606","4","Accessories","31","Helmets","4/1/2012 12:00:00 AM"
"1355","20120427","24613","4","Accessories","32","Hydration Packs","4/27/2012 12:00:00 AM"
"1356","20120412","24615","4","Accessories","29","Cleaners","4/12/2012 12:00:00 AM"
"1357","20120412","24615","4","Accessories","31","Helmets","4/12/2012 12:00:00 AM"
"1358","20120327","24661","4","Accessories","32","Hydration Packs","3/27/2012 12:00:00 AM"
"1359","20120316","24706","4","Accessories","30","Fenders","3/16/2012 12:00:00 AM"
"1360","20120316","24706","4","Accessories","33","Lights","3/16/2012 12:00:00 AM"
"1361","20120307","24714","3","Clothing","22","Shorts","3/7/2012 12:00:00 AM"
"1362","20120307","24714","4","Accessories","29","Cleaners","3/7/2012 12:00:00 AM"
"1363","20120415","24757","3","Clothing","18","Bib-Shorts","4/15/2012 12:00:00 AM"
"1364","20120415","24757","4","Accessories","31","Helmets","4/15/2012 12:00:00 AM"
"1365","20120323","24781","3","Clothing","25","Vests","3/23/2012 12:00:00 AM"
"1366","20120323","24781","4","Accessories","28","Bottles and Cages","3/23/2012 12:00:00 AM"
"1367","20120409","24882","3","Clothing","19","Caps","4/9/2012 12:00:00 AM"
"1368","20120409","24882","4","Accessories","30","Fenders","4/9/2012 12:00:00 AM"
"1369","20120409","24884","4","Accessories","34","Locks","4/9/2012 12:00:00 AM"
"1370","20120302","24885","4","Accessories","33","Lights","3/2/2012 12:00:00 AM"
"1371","20120317","24888","4","Accessories","29","Cleaners","3/17/2012 12:00:00 AM"
"1372","20120317","24888","4","Accessories","32","Hydration Packs","3/17/2012 12:00:00 AM"
"1373","20120322","24889","3","Clothing","18","Bib-Shorts","3/22/2012 12:00:00 AM"
"1374","20120325","24890","4","Accessories","28","Bottles and Cages","3/25/2012 12:00:00 AM"
"1375","20120325","24890","4","Accessories","31","Helmets","3/25/2012 12:00:00 AM"
"1376","20120325","24890","4","Accessories","34","Locks","3/25/2012 12:00:00 AM"
"1377","20120314","24893","4","Accessories","34","Locks","3/14/2012 12:00:00 AM"
"1378","20120314","24893","4","Accessories","35","Panniers","3/14/2012 12:00:00 AM"
"1379","20120319","24895","3","Clothing","25","Vests","3/19/2012 12:00:00 AM"
"1380","20120319","24895","4","Accessories","28","Bottles and Cages","3/19/2012 12:00:00 AM"
"1381","20120319","24895","4","Accessories","31","Helmets","3/19/2012 12:00:00 AM"
"1382","20120408","24918","4","Accessories","35","Panniers","4/8/2012 12:00:00 AM"
"1383","20120424","24923","4","Accessories","35","Panniers","4/24/2012 12:00:00 AM"
"1384","20120319","24939","3","Clothing","22","Shorts","3/19/2012 12:00:00 AM"
"1385","20120319","24939","4","Accessories","26","Bike Racks","3/19/2012 12:00:00 AM"
"1386","20120322","24963","3","Clothing","20","Gloves","3/22/2012 12:00:00 AM"
"1387","20120313","24996","4","Accessories","29","Cleaners","3/13/2012 12:00:00 AM"
"1388","20120229","25002","3","Clothing","23","Socks","2/29/2012 12:00:00 AM"
"1389","20120229","25002","3","Clothing","24","Tights","2/29/2012 12:00:00 AM"
"1390","20120229","25002","4","Accessories","26","Bike Racks","2/29/2012 12:00:00 AM"
"1391","20120229","25012","3","Clothing","19","Caps","2/29/2012 12:00:00 AM"
"1392","20120229","25012","4","Accessories","33","Lights","2/29/2012 12:00:00 AM"
"1393","20120419","25021","3","Clothing","24","Tights","4/19/2012 12:00:00 AM"
"1394","20120419","25021","4","Accessories","29","Cleaners","4/19/2012 12:00:00 AM"
"1395","20120401","25036","4","Accessories","34","Locks","4/1/2012 12:00:00 AM"
"1396","20120310","25066","3","Clothing","18","Bib-Shorts","3/10/2012 12:00:00 AM"
"1397","20120310","25066","4","Accessories","36","Pumps","3/10/2012 12:00:00 AM"
"1398","20120310","25066","4","Accessories","37","Tires and Tubes","3/10/2012 12:00:00 AM"
"1399","20120306","25107","4","Accessories","31","Helmets","3/6/2012 12:00:00 AM"
"1400","20120306","25107","4","Accessories","36","Pumps","3/6/2012 12:00:00 AM"
"1401","20120419","25113","4","Accessories","36","Pumps","4/19/2012 12:00:00 AM"
"1402","20120315","25116","4","Accessories","28","Bottles and Cages","3/15/2012 12:00:00 AM"
"1403","20120308","25119","4","Accessories","33","Lights","3/8/2012 12:00:00 AM"
"1404","20120403","25123","3","Clothing","21","Jerseys","4/3/2012 12:00:00 AM"
"1405","20120403","25123","4","Accessories","33","Lights","4/3/2012 12:00:00 AM"
"1406","20120416","25125","4","Accessories","37","Tires and Tubes","4/16/2012 12:00:00 AM"
"1407","20120321","25209","3","Clothing","22","Shorts","3/21/2012 12:00:00 AM"
"1408","20120321","25209","4","Accessories","26","Bike Racks","3/21/2012 12:00:00 AM"
"1409","20120306","25211","4","Accessories","34","Locks","3/6/2012 12:00:00 AM"
"1410","20120426","25222","4","Accessories","28","Bottles and Cages","4/26/2012 12:00:00 AM"
"1411","20120426","25222","4","Accessories","34","Locks","4/26/2012 12:00:00 AM"
"1412","20120326","25224","4","Accessories","30","Fenders","3/26/2012 12:00:00 AM"
"1413","20120305","25228","4","Accessories","37","Tires and Tubes","3/5/2012 12:00:00 AM"
"1414","20120419","25244","4","Accessories","33","Lights","4/19/2012 12:00:00 AM"
"1415","20120327","25245","4","Accessories","35","Panniers","3/27/2012 12:00:00 AM"
"1416","20120402","25248","4","Accessories","28","Bottles and Cages","4/2/2012 12:00:00 AM"
"1417","20120326","25249","4","Accessories","28","Bottles and Cages","3/26/2012 12:00:00 AM"
"1418","20120314","25252","3","Clothing","22","Shorts","3/14/2012 12:00:00 AM"
"1419","20120311","25300","3","Clothing","25","Vests","3/11/2012 12:00:00 AM"
"1420","20120313","25313","3","Clothing","22","Shorts","3/13/2012 12:00:00 AM"
"1421","20120313","25328","3","Clothing","24","Tights","3/13/2012 12:00:00 AM"
"1422","20120313","25328","4","Accessories","36","Pumps","3/13/2012 12:00:00 AM"
"1423","20120229","25347","3","Clothing","20","Gloves","2/29/2012 12:00:00 AM"
"1424","20120229","25347","4","Accessories","28","Bottles and Cages","2/29/2012 12:00:00 AM"
"1425","20120425","25349","3","Clothing","24","Tights","4/25/2012 12:00:00 AM"
"1426","20120411","25363","4","Accessories","32","Hydration Packs","4/11/2012 12:00:00 AM"
"1427","20120305","25427","4","Accessories","36","Pumps","3/5/2012 12:00:00 AM"
"1428","20120302","25433","4","Accessories","30","Fenders","3/2/2012 12:00:00 AM"
"1429","20120413","25461","4","Accessories","31","Helmets","4/13/2012 12:00:00 AM"
"1430","20120325","25524","3","Clothing","23","Socks","3/25/2012 12:00:00 AM"
"1431","20120325","25524","4","Accessories","27","Bike Stands","3/25/2012 12:00:00 AM"
"1432","20120325","25524","4","Accessories","29","Cleaners","3/25/2012 12:00:00 AM"
"1433","20120327","25525","3","Clothing","24","Tights","3/27/2012 12:00:00 AM"
"1434","20120325","25533","3","Clothing","25","Vests","3/25/2012 12:00:00 AM"
"1435","20120315","25537","3","Clothing","21","Jerseys","3/15/2012 12:00:00 AM"
"1436","20120329","25546","3","Clothing","23","Socks","3/29/2012 12:00:00 AM"
"1437","20120327","25558","3","Clothing","20","Gloves","3/27/2012 12:00:00 AM"
"1438","20120327","25635","3","Clothing","20","Gloves","3/27/2012 12:00:00 AM"
"1439","20120327","25635","4","Accessories","34","Locks","3/27/2012 12:00:00 AM"
"1440","20120420","25663","4","Accessories","32","Hydration Packs","4/20/2012 12:00:00 AM"
"1441","20120402","25699","4","Accessories","26","Bike Racks","4/2/2012 12:00:00 AM"
"1442","20120426","25711","4","Accessories","27","Bike Stands","4/26/2012 12:00:00 AM"
"1443","20120426","25711","4","Accessories","33","Lights","4/26/2012 12:00:00 AM"
"1444","20120405","25762","4","Accessories","26","Bike Racks","4/5/2012 12:00:00 AM"
"1445","20120412","25768","4","Accessories","27","Bike Stands","4/12/2012 12:00:00 AM"
"1446","20120425","25778","4","Accessories","30","Fenders","4/25/2012 12:00:00 AM"
"1447","20120425","25778","4","Accessories","34","Locks","4/25/2012 12:00:00 AM"
"1448","20120413","25793","3","Clothing","25","Vests","4/13/2012 12:00:00 AM"
"1449","20120313","25797","4","Accessories","33","Lights","3/13/2012 12:00:00 AM"
"1450","20120401","25826","4","Accessories","30","Fenders","4/1/2012 12:00:00 AM"
"1451","20120425","25907","3","Clothing","25","Vests","4/25/2012 12:00:00 AM"
"1452","20120425","25907","4","Accessories","36","Pumps","4/25/2012 12:00:00 AM"
"1453","20120325","25919","4","Accessories","32","Hydration Packs","3/25/2012 12:00:00 AM"
"1454","20120313","25920","4","Accessories","28","Bottles and Cages","3/13/2012 12:00:00 AM"
"1455","20120416","25935","4","Accessories","26","Bike Racks","4/16/2012 12:00:00 AM"
"1456","20120411","25951","3","Clothing","18","Bib-Shorts","4/11/2012 12:00:00 AM"
"1457","20120313","25995","4","Accessories","27","Bike Stands","3/13/2012 12:00:00 AM"
"1458","20120313","25995","4","Accessories","31","Helmets","3/13/2012 12:00:00 AM"
"1459","20120303","26035","4","Accessories","27","Bike Stands","3/3/2012 12:00:00 AM"
"1460","20120303","26035","4","Accessories","29","Cleaners","3/3/2012 12:00:00 AM"
"1461","20120314","26072","4","Accessories","30","Fenders","3/14/2012 12:00:00 AM"
"1462","20120319","26073","3","Clothing","25","Vests","3/19/2012 12:00:00 AM"
"1463","20120328","26100","3","Clothing","19","Caps","3/28/2012 12:00:00 AM"
"1464","20120325","26129","3","Clothing","25","Vests","3/25/2012 12:00:00 AM"
"1465","20120406","26139","4","Accessories","30","Fenders","4/6/2012 12:00:00 AM"
"1466","20120416","26157","3","Clothing","23","Socks","4/16/2012 12:00:00 AM"
"1467","20120316","26158","4","Accessories","27","Bike Stands","3/16/2012 12:00:00 AM"
"1468","20120316","26158","4","Accessories","36","Pumps","3/16/2012 12:00:00 AM"
"1469","20120417","26162","3","Clothing","24","Tights","4/17/2012 12:00:00 AM"
"1470","20120305","26165","3","Clothing","18","Bib-Shorts","3/5/2012 12:00:00 AM"
"1471","20120425","26176","4","Accessories","27","Bike Stands","4/25/2012 12:00:00 AM"
"1472","20120316","26188","3","Clothing","19","Caps","3/16/2012 12:00:00 AM"
"1473","20120407","26193","3","Clothing","19","Caps","4/7/2012 12:00:00 AM"
"1474","20120427","26230","4","Accessories","36","Pumps","4/27/2012 12:00:00 AM"
"1475","20120406","26242","3","Clothing","22","Shorts","4/6/2012 12:00:00 AM"
"1476","20120406","26242","4","Accessories","34","Locks","4/6/2012 12:00:00 AM"
"1477","20120310","26245","3","Clothing","24","Tights","3/10/2012 12:00:00 AM"
"1478","20120409","26318","4","Accessories","27","Bike Stands","4/9/2012 12:00:00 AM"
"1479","20120325","26321","3","Clothing","22","Shorts","3/25/2012 12:00:00 AM"
"1480","20120325","26321","4","Accessories","27","Bike Stands","3/25/2012 12:00:00 AM"
"1481","20120325","26321","4","Accessories","32","Hydration Packs","3/25/2012 12:00:00 AM"
"1482","20120412","26386","4","Accessories","29","Cleaners","4/12/2012 12:00:00 AM"
"1483","20120413","26400","3","Clothing","20","Gloves","4/13/2012 12:00:00 AM"
"1484","20120413","26400","3","Clothing","22","Shorts","4/13/2012 12:00:00 AM"
"1485","20120328","26401","4","Accessories","26","Bike Racks","3/28/2012 12:00:00 AM"
"1486","20120328","26401","4","Accessories","36","Pumps","3/28/2012 12:00:00 AM"
"1487","20120327","26406","4","Accessories","34","Locks","3/27/2012 12:00:00 AM"
"1488","20120320","26431","3","Clothing","22","Shorts","3/20/2012 12:00:00 AM"
"1489","20120315","26437","3","Clothing","20","Gloves","3/15/2012 12:00:00 AM"
"1490","20120412","26441","3","Clothing","21","Jerseys","4/12/2012 12:00:00 AM"
"1491","20120409","26442","3","Clothing","22","Shorts","4/9/2012 12:00:00 AM"
"1492","20120409","26442","4","Accessories","31","Helmets","4/9/2012 12:00:00 AM"
"1493","20120316","26447","3","Clothing","22","Shorts","3/16/2012 12:00:00 AM"
"1494","20120316","26482","3","Clothing","20","Gloves","3/16/2012 12:00:00 AM"
"1495","20120316","26482","4","Accessories","27","Bike Stands","3/16/2012 12:00:00 AM"
"1496","20120316","26482","4","Accessories","28","Bottles and Cages","3/16/2012 12:00:00 AM"
"1497","20120311","26489","4","Accessories","33","Lights","3/11/2012 12:00:00 AM"
"1498","20120406","26500","3","Clothing","20","Gloves","4/6/2012 12:00:00 AM"
"1499","20120308","26504","4","Accessories","32","Hydration Packs","3/8/2012 12:00:00 AM"
"1500","20120417","26505","4","Accessories","31","Helmets","4/17/2012 12:00:00 AM"
"1501","20120425","26527","4","Accessories","26","Bike Racks","4/25/2012 12:00:00 AM"
"1502","20120425","26527","4","Accessories","28","Bottles and Cages","4/25/2012 12:00:00 AM"
"1503","20120322","26565","3","Clothing","24","Tights","3/22/2012 12:00:00 AM"
"1504","20120423","26568","4","Accessories","33","Lights","4/23/2012 12:00:00 AM"
"1505","20120423","26568","4","Accessories","35","Panniers","4/23/2012 12:00:00 AM"
"1506","20120423","26568","4","Accessories","36","Pumps","4/23/2012 12:00:00 AM"
"1507","20120305","26620","3","Clothing","22","Shorts","3/5/2012 12:00:00 AM"
"1508","20120305","26620","4","Accessories","35","Panniers","3/5/2012 12:00:00 AM"
"1509","20120303","26652","4","Accessories","33","Lights","3/3/2012 12:00:00 AM"
"1510","20120316","26653","4","Accessories","28","Bottles and Cages","3/16/2012 12:00:00 AM"
"1511","20120322","26664","4","Accessories","30","Fenders","3/22/2012 12:00:00 AM"
"1512","20120322","26664","4","Accessories","35","Panniers","3/22/2012 12:00:00 AM"
"1513","20120420","26665","4","Accessories","28","Bottles and Cages","4/20/2012 12:00:00 AM"
"1514","20120414","26667","3","Clothing","19","Caps","4/14/2012 12:00:00 AM"
"1515","20120414","26667","4","Accessories","29","Cleaners","4/14/2012 12:00:00 AM"
"1516","20120304","26671","3","Clothing","23","Socks","3/4/2012 12:00:00 AM"
"1517","20120318","26686","4","Accessories","31","Helmets","3/18/2012 12:00:00 AM"
"1518","20120421","26700","3","Clothing","25","Vests","4/21/2012 12:00:00 AM"
"1519","20120312","26701","3","Clothing","25","Vests","3/12/2012 12:00:00 AM"
"1520","20120304","26730","3","Clothing","24","Tights","3/4/2012 12:00:00 AM"
"1521","20120304","26730","3","Clothing","25","Vests","3/4/2012 12:00:00 AM"
"1522","20120304","26730","4","Accessories","27","Bike Stands","3/4/2012 12:00:00 AM"
"1523","20120406","26741","3","Clothing","19","Caps","4/6/2012 12:00:00 AM"
"1524","20120301","26753","3","Clothing","22","Shorts","3/1/2012 12:00:00 AM"
"1525","20120419","26758","4","Accessories","30","Fenders","4/19/2012 12:00:00 AM"
"1526","20120419","26758","4","Accessories","33","Lights","4/19/2012 12:00:00 AM"
"1527","20120302","26763","3","Clothing","22","Shorts","3/2/2012 12:00:00 AM"
"1528","20120327","26764","4","Accessories","33","Lights","3/27/2012 12:00:00 AM"
"1529","20120424","26765","3","Clothing","22","Shorts","4/24/2012 12:00:00 AM"
"1530","20120423","26773","4","Accessories","30","Fenders","4/23/2012 12:00:00 AM"
"1531","20120410","26802","3","Clothing","18","Bib-Shorts","4/10/2012 12:00:00 AM"
"1532","20120410","26802","3","Clothing","25","Vests","4/10/2012 12:00:00 AM"
"1533","20120410","26802","4","Accessories","26","Bike Racks","4/10/2012 12:00:00 AM"
"1534","20120425","26847","3","Clothing","18","Bib-Shorts","4/25/2012 12:00:00 AM"
"1535","20120425","26847","3","Clothing","24","Tights","4/25/2012 12:00:00 AM"
"1536","20120310","26860","4","Accessories","29","Cleaners","3/10/2012 12:00:00 AM"
"1537","20120310","26860","4","Accessories","34","Locks","3/10/2012 12:00:00 AM"
"1538","20120330","26912","4","Accessories","30","Fenders","3/30/2012 12:00:00 AM"
"1539","20120330","26912","4","Accessories","31","Helmets","3/30/2012 12:00:00 AM"
"1540","20120419","26916","3","Clothing","24","Tights","4/19/2012 12:00:00 AM"
"1541","20120419","26948","4","Accessories","32","Hydration Packs","4/19/2012 12:00:00 AM"
"1542","20120421","26953","3","Clothing","20","Gloves","4/21/2012 12:00:00 AM"
"1543","20120421","26953","4","Accessories","35","Panniers","4/21/2012 12:00:00 AM"
"1544","20120326","26967","3","Clothing","25","Vests","3/26/2012 12:00:00 AM"
"1545","20120406","26980","3","Clothing","18","Bib-Shorts","4/6/2012 12:00:00 AM"
"1546","20120311","26983","4","Accessories","28","Bottles and Cages","3/11/2012 12:00:00 AM"
"1547","20120321","26985","3","Clothing","19","Caps","3/21/2012 12:00:00 AM"
"1548","20120414","27049","3","Clothing","18","Bib-Shorts","4/14/2012 12:00:00 AM"
"1549","20120312","27099","3","Clothing","24","Tights","3/12/2012 12:00:00 AM"
"1550","20120312","27099","4","Accessories","26","Bike Racks","3/12/2012 12:00:00 AM"
"1551","20120312","27099","4","Accessories","34","Locks","3/12/2012 12:00:00 AM"
"1552","20120420","27100","3","Clothing","22","Shorts","4/20/2012 12:00:00 AM"
"1553","20120420","27100","4","Accessories","32","Hydration Packs","4/20/2012 12:00:00 AM"
"1554","20120330","27101","3","Clothing","18","Bib-Shorts","3/30/2012 12:00:00 AM"
"1555","20120308","27112","4","Accessories","26","Bike Racks","3/8/2012 12:00:00 AM"
"1556","20120308","27112","4","Accessories","27","Bike Stands","3/8/2012 12:00:00 AM"
"1557","20120308","27112","4","Accessories","36","Pumps","3/8/2012 12:00:00 AM"
"1558","20120425","27119","4","Accessories","31","Helmets","4/25/2012 12:00:00 AM"
"1559","20120306","27130","3","Clothing","18","Bib-Shorts","3/6/2012 12:00:00 AM"
"1560","20120306","27130","3","Clothing","24","Tights","3/6/2012 12:00:00 AM"
"1561","20120318","27144","3","Clothing","20","Gloves","3/18/2012 12:00:00 AM"
"1562","20120305","27146","3","Clothing","25","Vests","3/5/2012 12:00:00 AM"
"1563","20120324","27180","3","Clothing","20","Gloves","3/24/2012 12:00:00 AM"
"1564","20120410","27259","3","Clothing","21","Jerseys","4/10/2012 12:00:00 AM"
"1565","20120410","27259","3","Clothing","24","Tights","4/10/2012 12:00:00 AM"
"1566","20120410","27259","4","Accessories","27","Bike Stands","4/10/2012 12:00:00 AM"
"1567","20120318","27282","3","Clothing","23","Socks","3/18/2012 12:00:00 AM"
"1568","20120318","27282","4","Accessories","32","Hydration Packs","3/18/2012 12:00:00 AM"
"1569","20120408","27298","4","Accessories","37","Tires and Tubes","4/8/2012 12:00:00 AM"
"1570","20120420","27300","3","Clothing","19","Caps","4/20/2012 12:00:00 AM"
"1571","20120316","27304","3","Clothing","20","Gloves","3/16/2012 12:00:00 AM"
"1572","20120316","27304","4","Accessories","36","Pumps","3/16/2012 12:00:00 AM"
"1573","20120306","27323","4","Accessories","37","Tires and Tubes","3/6/2012 12:00:00 AM"
"1574","20120412","27325","4","Accessories","37","Tires and Tubes","4/12/2012 12:00:00 AM"
"1575","20120330","27343","4","Accessories","26","Bike Racks","3/30/2012 12:00:00 AM"
"1576","20120409","27351","4","Accessories","33","Lights","4/9/2012 12:00:00 AM"
"1577","20120315","27363","4","Accessories","28","Bottles and Cages","3/15/2012 12:00:00 AM"
"1578","20120327","27366","3","Clothing","18","Bib-Shorts","3/27/2012 12:00:00 AM"
"1579","20120318","27377","3","Clothing","20","Gloves","3/18/2012 12:00:00 AM"
"1580","20120415","27380","3","Clothing","21","Jerseys","4/15/2012 12:00:00 AM"
"1581","20120323","27413","3","Clothing","22","Shorts","3/23/2012 12:00:00 AM"
"1582","20120307","27414","3","Clothing","23","Socks","3/7/2012 12:00:00 AM"
"1583","20120323","27415","3","Clothing","18","Bib-Shorts","3/23/2012 12:00:00 AM"
"1584","20120323","27415","4","Accessories","35","Panniers","3/23/2012 12:00:00 AM"
"1585","20120306","27428","4","Accessories","33","Lights","3/6/2012 12:00:00 AM"
"1586","20120404","27451","3","Clothing","23","Socks","4/4/2012 12:00:00 AM"
"1587","20120328","27491","4","Accessories","27","Bike Stands","3/28/2012 12:00:00 AM"
"1588","20120331","27493","4","Accessories","35","Panniers","3/31/2012 12:00:00 AM"
"1589","20120413","27497","3","Clothing","18","Bib-Shorts","4/13/2012 12:00:00 AM"
"1590","20120401","27500","3","Clothing","18","Bib-Shorts","4/1/2012 12:00:00 AM"
"1591","20120401","27500","3","Clothing","23","Socks","4/1/2012 12:00:00 AM"
"1592","20120309","27518","4","Accessories","29","Cleaners","3/9/2012 12:00:00 AM"
"1593","20120309","27518","4","Accessories","37","Tires and Tubes","3/9/2012 12:00:00 AM"
"1594","20120408","27519","4","Accessories","33","Lights","4/8/2012 12:00:00 AM"
"1595","20120320","27557","3","Clothing","18","Bib-Shorts","3/20/2012 12:00:00 AM"
"1596","20120321","27584","4","Accessories","26","Bike Racks","3/21/2012 12:00:00 AM"
"1597","20120322","27591","4","Accessories","26","Bike Racks","3/22/2012 12:00:00 AM"
"1598","20120409","27628","3","Clothing","24","Tights","4/9/2012 12:00:00 AM"
"1599","20120421","27687","4","Accessories","27","Bike Stands","4/21/2012 12:00:00 AM"
"1600","20120426","27688","4","Accessories","33","Lights","4/26/2012 12:00:00 AM"
"1601","20120312","27691","3","Clothing","19","Caps","3/12/2012 12:00:00 AM"
"1602","20120409","27698","4","Accessories","27","Bike Stands","4/9/2012 12:00:00 AM"
"1603","20120411","27703","3","Clothing","18","Bib-Shorts","4/11/2012 12:00:00 AM"
"1604","20120411","27703","4","Accessories","28","Bottles and Cages","4/11/2012 12:00:00 AM"
"1605","20120306","27708","4","Accessories","28","Bottles and Cages","3/6/2012 12:00:00 AM"
"1606","20120425","27714","3","Clothing","18","Bib-Shorts","4/25/2012 12:00:00 AM"
"1607","20120404","27785","4","Accessories","32","Hydration Packs","4/4/2012 12:00:00 AM"
"1608","20120418","27787","3","Clothing","23","Socks","4/18/2012 12:00:00 AM"
"1609","20120415","27843","3","Clothing","21","Jerseys","4/15/2012 12:00:00 AM"
"1610","20120409","27866","4","Accessories","32","Hydration Packs","4/9/2012 12:00:00 AM"
"1611","20120420","27872","4","Accessories","29","Cleaners","4/20/2012 12:00:00 AM"
"1612","20120420","27874","4","Accessories","35","Panniers","4/20/2012 12:00:00 AM"
"1613","20120403","27875","4","Accessories","30","Fenders","4/3/2012 12:00:00 AM"
"1614","20120404","27879","3","Clothing","22","Shorts","4/4/2012 12:00:00 AM"
"1615","20120405","27883","3","Clothing","22","Shorts","4/5/2012 12:00:00 AM"
"1616","20120417","27890","3","Clothing","25","Vests","4/17/2012 12:00:00 AM"
"1617","20120417","27890","4","Accessories","31","Helmets","4/17/2012 12:00:00 AM"
"1618","20120324","27897","4","Accessories","32","Hydration Packs","3/24/2012 12:00:00 AM"
"1619","20120411","27907","3","Clothing","21","Jerseys","4/11/2012 12:00:00 AM"
"1620","20120411","27907","4","Accessories","36","Pumps","4/11/2012 12:00:00 AM"
"1621","20120420","27941","3","Clothing","23","Socks","4/20/2012 12:00:00 AM"
"1622","20120412","27971","3","Clothing","24","Tights","4/12/2012 12:00:00 AM"
"1623","20120413","27975","4","Accessories","36","Pumps","4/13/2012 12:00:00 AM"
