"ProductKey","ProductAlternateKey","ProductSubcategoryKey","WeightUnitMeasureCode","SizeUnitMeasureCode","EnglishProductName","SpanishProductName","FrenchProductName","StandardCost","FinishedGoodsFlag","Color","SafetyStockLevel","ReorderPoint","ListPrice","Size","SizeRange","Weight","DaysToManufacture","ProductLine","DealerPrice","Class","Style","ModelName","LargePhoto","EnglishDescription","FrenchDescription","ChineseDescription","ArabicDescription","HebrewDescription","ThaiDescription","GermanDescription","JapaneseDescription","TurkishDescription","StartDate","EndDate","Status"
"354","BK-M68S-42","1","LB ","CM ","Mountain-200 Silver, 42","Monta?a: 200, plateada, 42","VTT 200 argent, 42","1117.8559","True","Silver","100","75","2071.4196","42","42-46 CM","23.77","4","M ","1242.8518","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"355","BK-M68S-42","1","LB ","CM ","Mountain-200 Silver, 42","Monta?a: 200, plateada, 42","VTT 200 argent, 42","1265.6195","True","Silver","100","75","2319.9900","42","42-46 CM","23.77","4","M ","1391.9940","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2013 12:00:00 AM","","Current"
"356","BK-M68S-46","1","LB ","CM ","Mountain-200 Silver, 46","Monta?a: 200, plateada, 46","VTT 200 argent, 46","1117.8559","True","Silver","100","75","2071.4196","46","42-46 CM","24.13","4","M ","1242.8518","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"357","BK-M68S-46","1","LB ","CM ","Mountain-200 Silver, 46","Monta?a: 200, plateada, 46","VTT 200 argent, 46","1265.6195","True","Silver","100","75","2319.9900","46","42-46 CM","24.13","4","M ","1391.9940","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2013 12:00:00 AM","","Current"
"358","BK-M68B-38","1","LB ","CM ","Mountain-200 Black, 38","Monta?a: 200, negra, 38","VTT 200 noir, 38","1105.8100","True","Black","100","75","2049.0982","38","38-40 CM","23.35","4","M ","1229.4589","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"359","BK-M68B-38","1","LB ","CM ","Mountain-200 Black, 38","Monta?a: 200, negra, 38","VTT 200 noir, 38","1251.9813","True","Black","100","75","2294.9900","38","38-40 CM","23.35","4","M ","1376.9940","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2013 12:00:00 AM","","Current"
"360","BK-M68B-42","1","LB ","CM ","Mountain-200 Black, 42","Monta?a: 200, negra, 42","VTT 200 noir, 42","1105.8100","True","Black","100","75","2049.0982","42","42-46 CM","23.77","4","M ","1229.4589","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"361","BK-M68B-42","1","LB ","CM ","Mountain-200 Black, 42","Monta?a: 200, negra, 42","VTT 200 noir, 42","1251.9813","True","Black","100","75","2294.9900","42","42-46 CM","23.77","4","M ","1376.9940","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2013 12:00:00 AM","","Current"
"362","BK-M68B-46","1","LB ","CM ","Mountain-200 Black, 46","Monta?a: 200, negra, 46","VTT 200 noir, 46","1105.8100","True","Black","100","75","2049.0982","46","42-46 CM","24.13","4","M ","1229.4589","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"363","BK-M68B-46","1","LB ","CM ","Mountain-200 Black, 46","Monta?a: 200, negra, 46","VTT 200 noir, 46","1251.9813","True","Black","100","75","2294.9900","46","42-46 CM","24.13","4","M ","1376.9940","H ","U ","Mountain-200","System.Byte[]","Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.","Conduite sur terrains tr?s accident?s. Id?al pour tous les niveaux de comp?tition. Utilise le m?me cadre HL que le Montain-100.","????????????????????????????? Mountain-100 ??? HL ???","?????? ????????? ?? ??????? ???????. ????? ????? ????? ??????? ????????. ?????? ??? ???? HL Frame ???????? ?? ???? Mountain-100.","?????? ?????? ?????? ??????. ??????? ??? ??? ?? ?????. ???????? ??? ???? ????? ?- HL Frame (????? HL) ??? ??? ?????? ???? Mountain-100 (100-????)","???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100","Mountainbike f?r Profis. Perfekt f?r alle Schwierigkeitsgrade geeignet. Mit dem gleichen HL-Rahmen wie das Mountain-100.","??? ??????????????????Mountain-100 ??? HL ?????????????","Ger?ek arazi s?r???. T?m yar??ma seviyeleri i?in m?kemmel. Mountain-100 ile ayn? HL kadro kullan?lm??t?r.","7/1/2013 12:00:00 AM","","Current"
"364","BK-M47B-38","1","LB ","CM ","Mountain-300 Black, 38","Monta?a: 300, negra, 38","VTT 300 noir, 38","598.4354","True","Black","100","75","1079.9900","38","38-40 CM","25.35","4","M ","647.9940","M ","U ","Mountain-300","System.Byte[]","For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","Pour les v?ritables passionn?s du VTT. Un v?lo extr?mement robuste qui vous permettra d'aller partout, m?me sur les terrains difficiles, pour un budget raisonnable.","?????????????????????????????????????????????????!","?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.","??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? ? ??? ????? ???? ??????.","????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????","""F?r echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kosteng?nstig.""","??????????????????????????????????????????????????????????????????????","Ger?ek kros tutkunlar?na.  Her yere gidebilen ve zorlu arazilerde kontrol? kaybetmemenizi sa?layan son derece dayan?kl? bir bisiklet ve cebinizi de yakm?yor.","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"365","BK-M47B-40","1","LB ","CM ","Mountain-300 Black, 40","Monta?a: 300, negra, 40","VTT 300 noir, 40","598.4354","True","Black","100","75","1079.9900","40","38-40 CM","25.77","4","M ","647.9940","M ","U ","Mountain-300","System.Byte[]","For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","Pour les v?ritables passionn?s du VTT. Un v?lo extr?mement robuste qui vous permettra d'aller partout, m?me sur les terrains difficiles, pour un budget raisonnable.","?????????????????????????????????????????????????!","?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.","??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? ? ??? ????? ???? ??????.","????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????","""F?r echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kosteng?nstig.""","??????????????????????????????????????????????????????????????????????","Ger?ek kros tutkunlar?na.  Her yere gidebilen ve zorlu arazilerde kontrol? kaybetmemenizi sa?layan son derece dayan?kl? bir bisiklet ve cebinizi de yakm?yor.","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"366","BK-M47B-44","1","LB ","CM ","Mountain-300 Black, 44","Monta?a: 300, negra, 44","VTT 300 noir, 44","598.4354","True","Black","100","75","1079.9900","44","42-46 CM","26.13","4","M ","647.9940","M ","U ","Mountain-300","System.Byte[]","For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","Pour les v?ritables passionn?s du VTT. Un v?lo extr?mement robuste qui vous permettra d'aller partout, m?me sur les terrains difficiles, pour un budget raisonnable.","?????????????????????????????????????????????????!","?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.","??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? ? ??? ????? ???? ??????.","????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????","""F?r echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kosteng?nstig.""","??????????????????????????????????????????????????????????????????????","Ger?ek kros tutkunlar?na.  Her yere gidebilen ve zorlu arazilerde kontrol? kaybetmemenizi sa?layan son derece dayan?kl? bir bisiklet ve cebinizi de yakm?yor.","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"367","BK-M47B-48","1","LB ","CM ","Mountain-300 Black, 48","Monta?a: 300, negra, 48","VTT 300 noir, 48","598.4354","True","Black","100","75","1079.9900","48","48-52 CM","26.42","4","M ","647.9940","M ","U ","Mountain-300","System.Byte[]","For true trail addicts.  An extremely durable bike that will go anywhere and keep you in control on challenging terrain - without breaking your budget.","Pour les v?ritables passionn?s du VTT. Un v?lo extr?mement robuste qui vous permettra d'aller partout, m?me sur les terrains difficiles, pour un budget raisonnable.","?????????????????????????????????????????????????!","?????? ????? ???????? ?? ??????? ??? ???????. ????? ????? ?????? ????? ???????? ??? ??? ?? ???? ??? ????? ?? ?? ???? ??? ????? ??????? ?? ??? ??? ?? ?????? ????????.","??????? ??????? ?????? ??? ?? ???. ??????? ?????? ?????? ????? ????? ??? ??? ???? ???? ???? ?? ?????? ???? ????? ? ??? ????? ???? ??????.","????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????","""F?r echte Waldprofis. Ein extrem robustes Rad, mit dem Sie auf allen Pfaden sicher unterwegs sind - und dazu noch kosteng?nstig.""","??????????????????????????????????????????????????????????????????????","Ger?ek kros tutkunlar?na.  Her yere gidebilen ve zorlu arazilerde kontrol? kaybetmemenizi sa?layan son derece dayan?kl? bir bisiklet ve cebinizi de yakm?yor.","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"368","BK-R89R-44","2","LB ","CM ","Road-250 Red, 44","Carretera: 250, roja, 44","V?lo de route 250 rouge, 44","1518.7864","True","Red","100","75","2443.3500","44","42-46 CM","14.77","4","R ","1466.0100","H ","U ","Road-250","System.Byte[]","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite l?g?re et rapide, sur pistes ou sur routes de campagne.","??????????????????????????????????","???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.","????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.","?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????","Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles Fahrvergn?gen - ob im Velodrom oder auf Landstra?en.","??? ????????????????????????????????????????????????????????????","""Al?minyum ala??m? kadro, ister velodromda yar?? yap?n, ister k?y yollar?nda zorlu tak?m s?r??lerine kat?l?n hafif ve sa?lam bir s?r?? deneyimi sunar.""","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"369","BK-R89R-48","2","LB ","CM ","Road-250 Red, 48","Carretera: 250, roja, 48","V?lo de route 250 rouge, 48","1518.7864","True","Red","100","75","2443.3500","48","48-52 CM","15.13","4","R ","1466.0100","H ","U ","Road-250","System.Byte[]","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite l?g?re et rapide, sur pistes ou sur routes de campagne.","??????????????????????????????????","???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.","????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.","?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????","Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles Fahrvergn?gen - ob im Velodrom oder auf Landstra?en.","??? ????????????????????????????????????????????????????????????","""Al?minyum ala??m? kadro, ister velodromda yar?? yap?n, ister k?y yollar?nda zorlu tak?m s?r??lerine kat?l?n hafif ve sa?lam bir s?r?? deneyimi sunar.""","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"370","BK-R89R-52","2","LB ","CM ","Road-250 Red, 52","Carretera: 250, roja, 52","V?lo de route 250 rouge, 52","1518.7864","True","Red","100","75","2443.3500","52","48-52 CM","15.42","4","R ","1466.0100","H ","U ","Road-250","System.Byte[]","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite l?g?re et rapide, sur pistes ou sur routes de campagne.","??????????????????????????????????","???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.","????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.","?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????","Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles Fahrvergn?gen - ob im Velodrom oder auf Landstra?en.","??? ????????????????????????????????????????????????????????????","""Al?minyum ala??m? kadro, ister velodromda yar?? yap?n, ister k?y yollar?nda zorlu tak?m s?r??lerine kat?l?n hafif ve sa?lam bir s?r?? deneyimi sunar.""","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"371","BK-R89R-58","2","LB ","CM ","Road-250 Red, 58","Carretera: 250, roja, 58","V?lo de route 250 rouge, 58","1320.6838","True","Red","100","75","2181.5625","58","54-58 CM","15.79","4","R ","1308.9375","H ","U ","Road-250","System.Byte[]","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite l?g?re et rapide, sur pistes ou sur routes de campagne.","??????????????????????????????????","???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.","????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.","?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????","Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles Fahrvergn?gen - ob im Velodrom oder auf Landstra?en.","??? ????????????????????????????????????????????????????????????","""Al?minyum ala??m? kadro, ister velodromda yar?? yap?n, ister k?y yollar?nda zorlu tak?m s?r??lerine kat?l?n hafif ve sa?lam bir s?r?? deneyimi sunar.""","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"372","BK-R89R-58","2","LB ","CM ","Road-250 Red, 58","Carretera: 250, roja, 58","V?lo de route 250 rouge, 58","1554.9479","True","Red","100","75","2443.3500","58","54-58 CM","15.79","4","R ","1466.0100","H ","U ","Road-250","System.Byte[]","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite l?g?re et rapide, sur pistes ou sur routes de campagne.","??????????????????????????????????","???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.","????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.","?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????","Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles Fahrvergn?gen - ob im Velodrom oder auf Landstra?en.","??? ????????????????????????????????????????????????????????????","""Al?minyum ala??m? kadro, ister velodromda yar?? yap?n, ister k?y yollar?nda zorlu tak?m s?r??lerine kat?l?n hafif ve sa?lam bir s?r?? deneyimi sunar.""","7/1/2013 12:00:00 AM","","Current"
"373","BK-R89B-44","2","LB ","CM ","Road-250 Black, 44","Carretera: 250, negra, 44","V?lo de route 250 noir, 44","1320.6838","True","Black","100","75","2181.5625","44","42-46 CM","14.77","4","R ","1308.9375","H ","U ","Road-250","System.Byte[]","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite l?g?re et rapide, sur pistes ou sur routes de campagne.","??????????????????????????????????","???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.","????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.","?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????","Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles Fahrvergn?gen - ob im Velodrom oder auf Landstra?en.","??? ????????????????????????????????????????????????????????????","""Al?minyum ala??m? kadro, ister velodromda yar?? yap?n, ister k?y yollar?nda zorlu tak?m s?r??lerine kat?l?n hafif ve sa?lam bir s?r?? deneyimi sunar.""","7/1/2012 12:00:00 AM","12/27/2008 12:00:00 AM",""
"374","BK-R89B-44","2","LB ","CM ","Road-250 Black, 44","Carretera: 250, negra, 44","V?lo de route 250 noir, 44","1554.9479","True","Black","100","75","2443.3500","44","42-46 CM","14.77","4","R ","1466.0100","H ","U ","Road-250","System.Byte[]","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.","Cadre en alliage d'aluminium qui offre une conduite l?g?re et rapide, sur pistes ou sur routes de campagne.","??????????????????????????????????","???? ?????? ??????? ?? ????? ???????? ????? ???? ?????? ?????? ?? ??? ?????? ????? ??? ?????? ?? ???? ???? ?????? ?? ?? ???? ????? ?????? ???? ? ???? ??????? ? ???? ????? ?????.","????? ??????? ????????? ????? ????? ??? ??????, ??? ?? ?????? ?????? ???? ?? ?????? ?????? ??????? ?????? ??????.","?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????","Der Rahmen aus Aluminiumlegierung bietet leichtes und stabiles Fahrvergn?gen - ob im Velodrom oder auf Landstra?en.","??? ????????????????????????????????????????????????????????????","""Al?minyum ala??m? kadro, ister velodromda yar?? yap?n, ister k?y yollar?nda zorlu tak?m s?r??lerine kat?l?n hafif ve sa?lam bir s?r?? deneyimi sunar.""","7/1/2013 12:00:00 AM","","Current"
